Rank,Artist,Title,Streams,Date
188,Flume,Never Be Like You,"387,391",2017-01-17
189,Big Sean,Moves,"386,608",2017-01-17
190,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","381,938",2017-01-17
191,The Weeknd,Rockin’,"381,027",2017-01-17
192,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","380,652",2017-01-17
193,Farruko,Chillax (feat. Ky-Mani Marley),"379,766",2017-01-17
194,Coldplay,The Scientist,"378,771",2017-01-17
195,Kanye West,Stronger,"377,044",2017-01-17
196,Sam Smith,Stay With Me,"373,930",2017-01-17
197,Marc E. Bassy,You & Me,"372,713",2017-01-17
198,Galantis,No Money,"372,674",2017-01-17
199,Joel Adams,Please Don't Go,"372,506",2017-01-17
200,Ed Sheeran,Tenerife Sea,"371,845",2017-01-17
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,086,602",2017-01-18
2,The Chainsmokers,Paris,"3,782,866",2017-01-18
3,Ed Sheeran,Castle on the Hill,"3,782,858",2017-01-18
4,The Weeknd,Starboy,"3,410,825",2017-01-18
5,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,410,496",2017-01-18
6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,182,849",2017-01-18
7,The Chainsmokers,Closer,"2,820,997",2017-01-18
8,James Arthur,Say You Won't Let Go,"2,714,671",2017-01-18
9,Maroon 5,Don't Wanna Know,"2,602,569",2017-01-18
10,The Weeknd,I Feel It Coming,"2,593,935",2017-01-18
11,Drake,Fake Love,"2,560,049",2017-01-18
12,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,319,329",2017-01-18
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,279,870",2017-01-18
14,DJ Snake,Let Me Love You,"2,224,025",2017-01-18
15,Steve Aoki,Just Hold On,"2,162,386",2017-01-18
16,Shakira,Chantaje (feat. Maluma),"2,144,058",2017-01-18
17,Bruno Mars,24K Magic,"2,127,929",2017-01-18
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,120,168",2017-01-18
19,Rae Sremmurd,Black Beatles,"1,808,511",2017-01-18
20,Ariana Grande,Side To Side,"1,767,621",2017-01-18
21,Shawn Mendes,Mercy,"1,736,099",2017-01-18
22,Drake,One Dance,"1,719,274",2017-01-18
23,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,686,023",2017-01-18
24,Alessia Cara,"How Far I'll Go - From ""Moana""","1,673,760",2017-01-18
25,The Chainsmokers,All We Know,"1,668,136",2017-01-18
26,Martin Garrix,In the Name of Love,"1,662,497",2017-01-18
27,The Vamps,All Night,"1,604,615",2017-01-18
28,Alok,Hear Me Now,"1,556,417",2017-01-18
29,Sage The Gemini,Now and Later,"1,509,845",2017-01-18
30,Zara Larsson,I Would Like,"1,502,695",2017-01-18
31,Robin Schulz,Shed a Light,"1,482,393",2017-01-18
32,John Legend,Love Me Now,"1,450,429",2017-01-18
33,Alessia Cara,Scars To Your Beautiful,"1,444,672",2017-01-18
34,Hailee Steinfeld,Starving,"1,424,779",2017-01-18
35,Calvin Harris,My Way,"1,424,602",2017-01-18
36,Jonas Blue,By Your Side,"1,398,708",2017-01-18
37,Martin Jensen,Solo Dance,"1,338,709",2017-01-18
38,Twenty One Pilots,Heathens,"1,303,486",2017-01-18
39,CNCO,Reggaetón Lento (Bailemos),"1,285,252",2017-01-18
40,Shawn Mendes,Treat You Better,"1,259,010",2017-01-18
41,Alan Walker,Alone,"1,256,471",2017-01-18
42,Jon Bellion,All Time Low,"1,255,569",2017-01-18
43,Big Sean,Bounce Back,"1,254,342",2017-01-18
44,The Chainsmokers,Don't Let Me Down,"1,224,935",2017-01-18
45,Luis Fonsi,Despacito (Featuring Daddy Yankee),"1,172,639",2017-01-18
46,Aminé,Caroline,"1,155,896",2017-01-18
47,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,081,620",2017-01-18
48,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,073,075",2017-01-18
49,J Balvin,Safari,"1,067,105",2017-01-18
50,Sia,The Greatest,"1,028,954",2017-01-18
51,DRAM,Broccoli (feat. Lil Yachty),"994,192",2017-01-18
52,Noah Cyrus,Make Me (Cry),"958,610",2017-01-18
53,Rag'n'Bone Man,Human,"945,259",2017-01-18
54,Adele,Water Under the Bridge,"937,762",2017-01-18
55,The Weeknd,Party Monster,"924,091",2017-01-18
56,Ed Sheeran,Photograph,"922,205",2017-01-18
57,Sia,Cheap Thrills,"904,268",2017-01-18
58,Petit Biscuit,Sunset Lover,"892,546",2017-01-18
59,Zion & Lennox,Otra vez (feat. J Balvin),"881,123",2017-01-18
60,Luke Christopher,Lot to Learn,"876,956",2017-01-18
61,AJR,Weak,"876,022",2017-01-18
62,KYLE,iSpy (feat. Lil Yachty),"864,413",2017-01-18
63,Snakehips,Don't Leave,"847,110",2017-01-18
64,NEIKED,Sexual,"843,470",2017-01-18
65,Bebe Rexha,I Got You,"837,071",2017-01-18
66,Nevada,The Mack,"814,316",2017-01-18
67,J. Cole,Deja Vu,"809,742",2017-01-18
68,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"806,786",2017-01-18
69,Ricky Martin,Vente Pa' Ca,"804,697",2017-01-18
70,Childish Gambino,Redbone,"800,352",2017-01-18
71,The Chainsmokers,Setting Fires,"775,531",2017-01-18
72,Calvin Harris,This Is What You Came For,"761,954",2017-01-18
73,Hearts & Colors,Lighthouse - Andrelli Remix,"749,419",2017-01-18
74,Twenty One Pilots,Ride,"748,895",2017-01-18
75,Jonas Blue,Perfect Strangers,"746,711",2017-01-18
76,Drake,Too Good,"740,722",2017-01-18
77,Ed Sheeran,Thinking out Loud,"732,891",2017-01-18
78,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"726,657",2017-01-18
79,Twenty One Pilots,Stressed Out,"720,321",2017-01-18
80,gnash,"i hate u, i love u (feat. olivia o'brien)","713,741",2017-01-18
81,Alan Walker,Faded,"704,490",2017-01-18
82,Rob $tone,Chill Bill,"703,772",2017-01-18
83,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"693,127",2017-01-18
84,21 Savage,X (feat. Future),"692,206",2017-01-18
85,G-Eazy,Some Kind Of Drug,"692,100",2017-01-18
86,Desiigner,Panda,"686,947",2017-01-18
87,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"684,440",2017-01-18
88,Justin Bieber,Love Yourself,"669,849",2017-01-18
89,Bruno Mars,Versace on the Floor,"666,476",2017-01-18
90,Isaiah,It's Gotta Be You,"658,316",2017-01-18
91,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","654,477",2017-01-18
92,Justin Bieber,Sorry,"648,901",2017-01-18
93,Coldplay,Hymn for the Weekend - Seeb Remix,"644,845",2017-01-18
94,21 Savage,No Heart,"638,856",2017-01-18
95,Sean Paul,No Lie,"637,347",2017-01-18
96,Sebastian Yatra,Traicionera,"633,901",2017-01-18
97,Little Mix,Shout Out to My Ex,"633,513",2017-01-18
98,DVBBS,Not Going Home,"631,298",2017-01-18
99,Drake,Sneakin’,"628,311",2017-01-18
100,The xx,On Hold,"625,349",2017-01-18
101,Drake,Controlla,"622,341",2017-01-18
102,Mike Perry,The Ocean (feat. Shy Martin),"622,198",2017-01-18
103,Rihanna,Work,"619,605",2017-01-18
104,The Weeknd,Six Feet Under,"617,430",2017-01-18
105,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","612,631",2017-01-18
106,Carlos Vives,La Bicicleta,"608,575",2017-01-18
107,Andy Grammer,Fresh Eyes,"602,153",2017-01-18
108,The Weeknd,Sidewalks,"599,685",2017-01-18
109,Rihanna,Needed Me,"592,847",2017-01-18
110,San Holo,Light,"588,181",2017-01-18
111,FRENSHIP,Capsize,"584,979",2017-01-18
112,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"582,519",2017-01-18
113,Ozuna,Dile Que Tu Me Quieres,"582,067",2017-01-18
114,Migos,T-Shirt,"581,325",2017-01-18
115,JP Cooper,September Song,"579,323",2017-01-18
116,Niall Horan,This Town,"577,022",2017-01-18
117,Rihanna,Love On The Brain,"568,505",2017-01-18
118,Flo Rida,Cake - Challenge Version,"568,012",2017-01-18
119,Lukas Graham,7 Years,"561,706",2017-01-18
120,Wisin,Vacaciones,"561,261",2017-01-18
121,Piso 21,Me Llamas (feat. Maluma) - Remix,"560,696",2017-01-18
122,DNCE,Cake By The Ocean,"557,574",2017-01-18
123,Ariana Grande,Into You,"546,595",2017-01-18
124,Calum Scott,Dancing On My Own,"542,492",2017-01-18
125,Little Mix,Touch,"540,034",2017-01-18
126,Lil Uzi Vert,You Was Right,"538,529",2017-01-18
127,DJ Snake,Middle,"538,136",2017-01-18
128,Jax Jones,You Don't Know Me - Radio Edit,"534,602",2017-01-18
129,Rae Sremmurd,Swang,"533,565",2017-01-18
130,Galantis,Love on Me,"528,204",2017-01-18
131,Adele,Send My Love (To Your New Lover),"526,124",2017-01-18
132,KREAM,Taped up Heart (feat. Clara Mae),"521,081",2017-01-18
133,Daddy Yankee,Shaky Shaky,"518,613",2017-01-18
134,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"516,824",2017-01-18
135,A R I Z O N A,Oceans Away,"513,573",2017-01-18
136,Major Lazer,Lean On (feat. MØ & DJ Snake),"508,259",2017-01-18
137,The xx,Say Something Loving,"507,442",2017-01-18
138,Jonas Blue,Fast Car,"502,404",2017-01-18
139,MiC LOWRY,Oh Lord,"497,489",2017-01-18
140,The Chainsmokers,Roses,"495,098",2017-01-18
141,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"494,414",2017-01-18
142,MØ,Final Song,"491,491",2017-01-18
143,Olivia Holt,History,"485,821",2017-01-18
144,Chino & Nacho,Andas En Mi Cabeza,"477,566",2017-01-18
145,Enrique Iglesias,DUELE EL CORAZON,"477,194",2017-01-18
146,Stanaj,Romantic - NOTD Remix,"473,910",2017-01-18
147,G-Eazy,"Me, Myself & I","473,644",2017-01-18
148,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"471,978",2017-01-18
149,Adele,Hello,"469,805",2017-01-18
150,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","465,999",2017-01-18
151,Bruno Mars,That's What I Like,"464,767",2017-01-18
152,James Bay,Let It Go,"464,191",2017-01-18
153,Young Thug,pick up the phone,"456,591",2017-01-18
154,Shawn Mendes,Stitches,"456,021",2017-01-18
155,Sia,The Greatest,"446,847",2017-01-18
156,Zara Larsson,Lush Life,"445,080",2017-01-18
157,Cheat Codes,Sex,"443,212",2017-01-18
158,The Weeknd,Reminder,"441,425",2017-01-18
159,Maluma,Cuatro Babys,"441,401",2017-01-18
160,Lauv,The Other,"439,492",2017-01-18
161,Milky Chance,Cocoon,"438,284",2017-01-18
162,J. Cole,Neighbors,"436,554",2017-01-18
163,Julia Michaels,Issues,"435,506",2017-01-18
164,Mura Masa,Love$ick,"435,324",2017-01-18
165,The Weeknd,The Hills,"432,957",2017-01-18
166,Big Sean,Moves,"429,825",2017-01-18
167,The Weeknd,Die For You,"425,094",2017-01-18
168,Charly Black,Gyal You A Party Animal - Remix,"424,605",2017-01-18
169,ZAYN,PILLOWTALK,"423,280",2017-01-18
170,Justin Bieber,What Do You Mean?,"421,253",2017-01-18
171,Lady Gaga,Million Reasons,"420,993",2017-01-18
172,Eminem,'Till I Collapse,"419,817",2017-01-18
173,Zara Larsson,Ain't My Fault,"418,643",2017-01-18
174,Travis Scott,goosebumps,"418,212",2017-01-18
175,J. Cole,No Role Modelz,"417,979",2017-01-18
176,Maluma,Borro Cassette,"417,301",2017-01-18
177,Dante Klein,Let Me Hold You (Turn Me On),"416,474",2017-01-18
178,Future,Used to This,"413,018",2017-01-18
179,Drake,Hotline Bling,"412,002",2017-01-18
180,Future,Low Life,"410,850",2017-01-18
181,Drake,Jumpman,"409,786",2017-01-18
182,Don Omar,Te Quiero Pa´Mi,"406,308",2017-01-18
183,The xx,Dangerous,"404,477",2017-01-18
184,Passenger,Let Her Go,"404,046",2017-01-18
185,John Legend,All of Me,"403,646",2017-01-18
186,Young M.A,OOOUUU,"403,295",2017-01-18
187,Chris Brown,Party,"402,864",2017-01-18
188,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","402,739",2017-01-18
189,The Weeknd,Rockin’,"400,876",2017-01-18
190,VÉRITÉ,Somebody Else,"400,854",2017-01-18
191,MC G15,Deu Onda,"399,643",2017-01-18
192,Farruko,Chillax (feat. Ky-Mani Marley),"396,342",2017-01-18
193,Coldplay,The Scientist,"389,711",2017-01-18
194,Flume,Never Be Like You,"388,706",2017-01-18
195,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","387,560",2017-01-18
196,Tiësto,On My Way,"386,732",2017-01-18
197,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","383,867",2017-01-18
198,PnB Rock,Selfish,"383,246",2017-01-18
199,Post Malone,White Iverson,"382,633",2017-01-18
200,Sam Smith,Stay With Me,"382,617",2017-01-18
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,153,915",2017-01-19
2,The Chainsmokers,Paris,"3,856,703",2017-01-19
3,Ed Sheeran,Castle on the Hill,"3,734,916",2017-01-19
4,The Weeknd,Starboy,"3,455,609",2017-01-19
5,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,417,561",2017-01-19
6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,226,728",2017-01-19
7,The Chainsmokers,Closer,"2,853,742",2017-01-19
8,James Arthur,Say You Won't Let Go,"2,747,685",2017-01-19
9,The Weeknd,I Feel It Coming,"2,655,959",2017-01-19
10,Maroon 5,Don't Wanna Know,"2,628,633",2017-01-19
11,Drake,Fake Love,"2,577,650",2017-01-19
12,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,360,127",2017-01-19
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,343,971",2017-01-19
14,DJ Snake,Let Me Love You,"2,261,136",2017-01-19
15,Steve Aoki,Just Hold On,"2,185,939",2017-01-19
16,Shakira,Chantaje (feat. Maluma),"2,181,649",2017-01-19
17,Bruno Mars,24K Magic,"2,162,019",2017-01-19
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,132,461",2017-01-19
19,Rae Sremmurd,Black Beatles,"1,824,491",2017-01-19
20,Ariana Grande,Side To Side,"1,789,514",2017-01-19
21,Shawn Mendes,Mercy,"1,740,222",2017-01-19
22,Drake,One Dance,"1,729,458",2017-01-19
23,Alessia Cara,"How Far I'll Go - From ""Moana""","1,705,997",2017-01-19
24,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,704,665",2017-01-19
25,The Chainsmokers,All We Know,"1,696,625",2017-01-19
26,Martin Garrix,In the Name of Love,"1,686,895",2017-01-19
27,The Vamps,All Night,"1,637,510",2017-01-19
28,Alok,Hear Me Now,"1,583,735",2017-01-19
29,Sage The Gemini,Now and Later,"1,525,273",2017-01-19
30,Robin Schulz,Shed a Light,"1,509,524",2017-01-19
31,Zara Larsson,I Would Like,"1,506,288",2017-01-19
32,John Legend,Love Me Now,"1,467,136",2017-01-19
33,Alessia Cara,Scars To Your Beautiful,"1,462,169",2017-01-19
34,Hailee Steinfeld,Starving,"1,455,560",2017-01-19
35,Calvin Harris,My Way,"1,447,669",2017-01-19
36,Jonas Blue,By Your Side,"1,396,677",2017-01-19
37,Martin Jensen,Solo Dance,"1,385,310",2017-01-19
38,Luis Fonsi,Despacito (Featuring Daddy Yankee),"1,384,842",2017-01-19
39,Twenty One Pilots,Heathens,"1,327,451",2017-01-19
40,CNCO,Reggaetón Lento (Bailemos),"1,303,244",2017-01-19
41,Big Sean,Bounce Back,"1,289,912",2017-01-19
42,Jon Bellion,All Time Low,"1,280,198",2017-01-19
43,Alan Walker,Alone,"1,279,337",2017-01-19
44,Shawn Mendes,Treat You Better,"1,274,668",2017-01-19
45,The Chainsmokers,Don't Let Me Down,"1,218,082",2017-01-19
46,Aminé,Caroline,"1,177,962",2017-01-19
47,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,100,035",2017-01-19
48,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,094,149",2017-01-19
49,J Balvin,Safari,"1,076,994",2017-01-19
50,Sia,The Greatest,"1,042,339",2017-01-19
51,Rag'n'Bone Man,Human,"975,432",2017-01-19
52,Noah Cyrus,Make Me (Cry),"963,465",2017-01-19
53,DRAM,Broccoli (feat. Lil Yachty),"951,048",2017-01-19
54,Adele,Water Under the Bridge,"948,643",2017-01-19
55,KYLE,iSpy (feat. Lil Yachty),"925,220",2017-01-19
56,Ed Sheeran,Photograph,"924,850",2017-01-19
57,The Weeknd,Party Monster,"921,170",2017-01-19
58,Petit Biscuit,Sunset Lover,"914,820",2017-01-19
59,Sia,Cheap Thrills,"901,356",2017-01-19
60,Zion & Lennox,Otra vez (feat. J Balvin),"898,414",2017-01-19
61,AJR,Weak,"891,247",2017-01-19
62,Luke Christopher,Lot to Learn,"885,608",2017-01-19
63,Snakehips,Don't Leave,"883,065",2017-01-19
64,Bebe Rexha,I Got You,"848,130",2017-01-19
65,NEIKED,Sexual,"844,910",2017-01-19
66,J. Cole,Deja Vu,"825,513",2017-01-19
67,Ricky Martin,Vente Pa' Ca,"821,952",2017-01-19
68,Childish Gambino,Redbone,"821,305",2017-01-19
69,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"817,598",2017-01-19
70,Nevada,The Mack,"807,572",2017-01-19
71,Twenty One Pilots,Ride,"767,164",2017-01-19
72,Jonas Blue,Perfect Strangers,"765,155",2017-01-19
73,Calvin Harris,This Is What You Came For,"761,892",2017-01-19
74,The Chainsmokers,Setting Fires,"751,315",2017-01-19
75,Ed Sheeran,Thinking out Loud,"746,585",2017-01-19
76,Hearts & Colors,Lighthouse - Andrelli Remix,"738,429",2017-01-19
77,Drake,Too Good,"728,989",2017-01-19
78,Twenty One Pilots,Stressed Out,"727,557",2017-01-19
79,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"726,874",2017-01-19
80,gnash,"i hate u, i love u (feat. olivia o'brien)","724,267",2017-01-19
81,Rob $tone,Chill Bill,"721,486",2017-01-19
82,Migos,T-Shirt,"716,292",2017-01-19
83,21 Savage,X (feat. Future),"715,271",2017-01-19
84,Alan Walker,Faded,"712,681",2017-01-19
85,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"709,424",2017-01-19
86,Desiigner,Panda,"700,094",2017-01-19
87,G-Eazy,Some Kind Of Drug,"689,628",2017-01-19
88,Justin Bieber,Love Yourself,"677,061",2017-01-19
89,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"673,772",2017-01-19
90,Bruno Mars,Versace on the Floor,"670,286",2017-01-19
91,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","670,182",2017-01-19
92,Coldplay,Hymn for the Weekend - Seeb Remix,"667,604",2017-01-19
93,Isaiah,It's Gotta Be You,"662,964",2017-01-19
94,Sean Paul,No Lie,"661,592",2017-01-19
95,Mike Perry,The Ocean (feat. Shy Martin),"660,423",2017-01-19
96,Justin Bieber,Sorry,"659,707",2017-01-19
97,21 Savage,No Heart,"658,396",2017-01-19
98,Little Mix,Shout Out to My Ex,"653,258",2017-01-19
99,Drake,Sneakin’,"652,689",2017-01-19
100,Sebastian Yatra,Traicionera,"641,043",2017-01-19
101,Rihanna,Work,"632,496",2017-01-19
102,JP Cooper,September Song,"628,644",2017-01-19
103,The Weeknd,Six Feet Under,"627,272",2017-01-19
104,DVBBS,Not Going Home,"624,763",2017-01-19
105,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","621,645",2017-01-19
106,Drake,Controlla,"617,430",2017-01-19
107,Andy Grammer,Fresh Eyes,"615,995",2017-01-19
108,Carlos Vives,La Bicicleta,"614,785",2017-01-19
109,FRENSHIP,Capsize,"605,525",2017-01-19
110,The Weeknd,Sidewalks,"603,233",2017-01-19
111,Rihanna,Needed Me,"601,995",2017-01-19
112,Ozuna,Dile Que Tu Me Quieres,"592,405",2017-01-19
113,San Holo,Light,"590,297",2017-01-19
114,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"584,808",2017-01-19
115,Niall Horan,This Town,"580,250",2017-01-19
116,Piso 21,Me Llamas (feat. Maluma) - Remix,"578,394",2017-01-19
117,The xx,On Hold,"576,898",2017-01-19
118,Jax Jones,You Don't Know Me - Radio Edit,"576,466",2017-01-19
119,Rihanna,Love On The Brain,"574,446",2017-01-19
120,Flo Rida,Cake - Challenge Version,"573,889",2017-01-19
121,Wisin,Vacaciones,"572,716",2017-01-19
122,Lukas Graham,7 Years,"570,154",2017-01-19
123,Lil Uzi Vert,You Was Right,"555,440",2017-01-19
124,DNCE,Cake By The Ocean,"554,273",2017-01-19
125,Ariana Grande,Into You,"552,516",2017-01-19
126,Rae Sremmurd,Swang,"547,487",2017-01-19
127,Little Mix,Touch,"546,134",2017-01-19
128,DJ Snake,Middle,"542,757",2017-01-19
129,Galantis,Love on Me,"541,269",2017-01-19
130,Calum Scott,Dancing On My Own,"540,383",2017-01-19
131,Adele,Send My Love (To Your New Lover),"537,535",2017-01-19
132,Daddy Yankee,Shaky Shaky,"521,201",2017-01-19
133,Major Lazer,Lean On (feat. MØ & DJ Snake),"520,948",2017-01-19
134,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"520,712",2017-01-19
135,A R I Z O N A,Oceans Away,"519,733",2017-01-19
136,Jonas Blue,Fast Car,"512,702",2017-01-19
137,MØ,Final Song,"508,647",2017-01-19
138,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"507,387",2017-01-19
139,Enrique Iglesias,DUELE EL CORAZON,"495,887",2017-01-19
140,Olivia Holt,History,"495,222",2017-01-19
141,MiC LOWRY,Oh Lord,"492,595",2017-01-19
142,Stanaj,Romantic - NOTD Remix,"488,929",2017-01-19
143,The Chainsmokers,Roses,"486,869",2017-01-19
144,KREAM,Taped up Heart (feat. Clara Mae),"484,827",2017-01-19
145,Adele,Hello,"480,934",2017-01-19
146,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"479,904",2017-01-19
147,Chino & Nacho,Andas En Mi Cabeza,"479,619",2017-01-19
148,G-Eazy,"Me, Myself & I","479,155",2017-01-19
149,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","475,508",2017-01-19
150,James Bay,Let It Go,"473,443",2017-01-19
151,The xx,Say Something Loving,"472,131",2017-01-19
152,Young Thug,pick up the phone,"468,509",2017-01-19
153,Bruno Mars,That's What I Like,"468,097",2017-01-19
154,Julia Michaels,Issues,"457,030",2017-01-19
155,Shawn Mendes,Stitches,"454,083",2017-01-19
156,Cheat Codes,Sex,"452,518",2017-01-19
157,Zara Larsson,Lush Life,"450,614",2017-01-19
158,Milky Chance,Cocoon,"448,608",2017-01-19
159,Mura Masa,Love$ick,"447,433",2017-01-19
160,Big Sean,Moves,"444,512",2017-01-19
161,The Weeknd,Reminder,"443,224",2017-01-19
162,Sia,The Greatest,"441,935",2017-01-19
163,Maluma,Cuatro Babys,"441,637",2017-01-19
164,The Weeknd,The Hills,"440,401",2017-01-19
165,Lauv,The Other,"434,491",2017-01-19
166,Zara Larsson,Ain't My Fault,"433,613",2017-01-19
167,Justin Bieber,What Do You Mean?,"432,299",2017-01-19
168,Future,Used to This,"431,309",2017-01-19
169,J. Cole,Neighbors,"431,038",2017-01-19
170,Dante Klein,Let Me Hold You (Turn Me On),"430,170",2017-01-19
171,Tiësto,On My Way,"430,076",2017-01-19
172,Charly Black,Gyal You A Party Animal - Remix,"430,017",2017-01-19
173,Eminem,'Till I Collapse,"428,081",2017-01-19
174,Travis Scott,goosebumps,"427,028",2017-01-19
175,ZAYN,PILLOWTALK,"426,798",2017-01-19
176,Maluma,Borro Cassette,"426,160",2017-01-19
177,The Weeknd,Die For You,"423,895",2017-01-19
